test_idx,candidate_id,nuc,aexp,nd,ns,age,la,ld,proba0,proba1,num_features_changed,dist_unit_l2
2570,0,69.2903225806452,16.9150390625,2.0,2.0,150.64516129032302,418.0,109.0,0.5000518755578309,0.49994812444216913,3,1000000000000.0
2571,0,60.0,1.0,1.0,1.169189453125,15.0,16.0,6.0,0.5000065110087377,0.49999348899126234,1,169189453125.0
2572,0,60.75,71.0,3.0,1.999755859375,2.0,418.0,45.0,0.5000709382646856,0.4999290617353144,1,999755859375.0
2573,0,76.1904761904762,306.91238152980804,2.0,2.0,47.5,4.0,107.0,0.5000191973965279,0.4999808026034721,3,13.322832718905692
2574,0,143.5,363.2444226741791,2.0,2.0,5.5,63.0,17.0,0.500010163117341,0.49998983688265897,2,1000000000000.0
2575,0,48.0,93.0,1.0,1.404198169708252,50.0,10.0,7.0,0.5000116159834709,0.4999883840165292,1,404198169708.25195
2577,0,30.785714285714302,59.0,3.765625,2.0,0.0,90.0,492.0,0.5000380329273513,0.4999619670726487,2,20.03277840756282
2578,0,49.0,94.0,2.0,1.6372955441474915,26.0,11.0,6.0,0.5000155763816383,0.49998442361836176,1,637295544147.4915
2579,0,8.34782608695652,64.0,3.313232421875,3.0,332.826086956522,733.0,702.0,0.5002403862130075,0.4997596137869925,1,6.5336352206383825
2582,0,13.0,329.02099609375,1.0,2.0,125.666666666667,72.0,39.0,0.5000079601364891,0.499992039863511,2,1000000000000.0
2583,0,46.75,79.0,2.0,1.765380859375,65.75,127.0,30.0,0.5000562087067264,0.49994379129327354,1,765380859375.0
2584,0,3.3333333333333304,224.0,1.0,1.4959726333618164,0.0,33.0,16.0,0.5000555107394401,0.4999444892605599,2,495972633361.8164
2585,0,12.4,294.6142578125,2.0,2.0,0.0,405.0,405.0,0.5000046060508492,0.4999953939491509,3,10.059780796441816
2586,0,40.5294117647059,157.21286010742188,2.0,2.0,80.1176470588235,313.0,72.0,0.5000000250247365,0.49999997497526344,3,1000000000000.0
2587,0,24.5714285714286,45.0,3.537823438644409,2.0,0.0,136.0,40.0,0.5000032849507604,0.4999967150492396,2,20.84881174771952
2590,0,189.0,301.33098685741425,2.0,2.0,26.5714285714286,203.0,74.0,0.5000053279823948,0.4999946720176052,2,1000000000000.0
2591,0,134.5,318.7900390625,2.0,2.0,27.8,78.0,4.0,0.5000025865258412,0.4999974134741588,3,1000000000000.0
2592,0,4.0,213.05665731430054,1.0,2.0,201.0,14.0,3.0,0.5000017659904532,0.4999982340095468,2,1000000000000.0
2594,0,73.6153846153846,218.251220703125,2.0,2.0,34.884615384615394,399.0,108.0,0.5000493922111429,0.4999506077888571,3,1000000000000.0
2595,0,21.7380952380952,327.080078125,2.0,2.0,13.2619047619048,121.0,141.0,0.5000345632145932,0.49996543678540684,3,1000000000000.0
2596,0,130.0,77.0,2.0,1.679931640625,32.75,184.0,32.0,0.5000613497397715,0.4999386502602285,1,679931640625.0
2597,0,14.0,131.37939453125,2.0,2.0,116.333333333333,151.0,15.0,0.5000439757547943,0.49995602424520563,1,2.6855578530396813
2598,0,15.7142857142857,0.0,3.144775390625,2.0,7.28571428571429,519.0,46.0,0.5000064136557376,0.49999358634426233,1,1.2513318557761695
2599,0,7.2,0.0,3.0,2.0,35.3,430.05419921875,10.0,0.5000096300282217,0.4999903699717783,1,10.151401156691362
2601,0,74.8461538461538,226.257080078125,2.0,2.0,37.6923076923077,339.0,65.0,0.5000190483112046,0.4999809516887954,3,1000000000000.0
2603,0,35.625,84.51318359375,3.0,2.0,0.0,353.0,1.0,0.5000248341603177,0.4999751658396823,2,8.286758758883508
2605,0,25.576923076923105,0.0,3.702880859375,2.0,27.6923076923077,4.0,1.0,0.500032918486947,0.499967081513053,3,1000000000000.0
2606,0,9.6,14.0,2.0,1.819580078125,134.8,46.0,30.0,0.5000537266821706,0.49994627331782937,1,819580078125.0
2607,0,28.8,3.0,3.0,1.73681640625,6.0,4.197265625,24.0,0.5000283306731648,0.4999716693268352,2,736816406250.0
2608,0,79.125,275.1098519563675,2.0,2.0,0.0,386.0,40.0,0.500031283329755,0.499968716670245,3,20.38223951680059
2609,0,38.0526315789474,307.76203459501266,2.0,2.0,0.0,311.0,229.0,0.5000038223291248,0.49999617767087523,4,1000000000000.0
2610,0,30.12,284.05493354797363,2.0,2.0,26.56,212.0,176.0,0.5000123129198195,0.4999876870801805,3,1000000000000.0
2611,0,31.6,59.0,3.1708984375,2.0,31.2,164.0,81.0,0.50002092238975,0.49997907761024996,1,0.5592213425734796
2612,0,128.857142857143,266.2565376162529,2.0,2.0,58.71428571428571,77.0,7.0,0.50001959990237,0.49998040009762995,2,2.9839467015478647
2613,0,48.2,113.0,1.0,1.768798828125,173.0,39.0,19.0,0.5000211571153139,0.4999788428846861,1,768798828125.0
2615,0,78.304347826087,171.94925332069397,2.0,2.0,93.5217391304348,200.0,74.0,0.5000232785631996,0.4999767214368004,3,1000000000000.0
2616,0,2.76190476190476,1.0,3.8704248666763306,2.0,6.19047619047619,4.0,0.0,0.5000080356377866,0.4999919643622134,3,1000000000000.0
2617,0,4.75,89.0,3.0,1.8779296875,5.25,4.3505859375,0.0,0.5000195260595959,0.4999804739404041,2,877929687500.0
2618,0,87.3333333333333,2.0,3.453857421875,2.0,64.8666666666667,4.314453125,86.0,0.5000308195945515,0.4999691804054485,2,8.923717130330939
2619,0,123.8,85.0,2.158203125,2.0,0.0,994.0,57.0,0.5000077559339624,0.4999922440660376,3,1000000000000.0
2620,0,39.4,35.0,3.0,1.8974609375,17.2,195.0,12.0,0.5000117210726419,0.4999882789273581,1,897460937500.0
2621,0,18.72727272727269,62.0,2.924072265625,2.0,0.0,502.0,76.0,0.5001276201700264,0.49987237982997357,1,2.749175593128457
2622,0,62.851851851851904,90.0,2.41015625,2.0,14.8148148148148,674.0,40.0,0.5000376359254997,0.49996236407450034,1,5.119279475242736
2623,0,2.3421052631578902,195.0,2.576416015625,2.0,44.7105263157895,4.0,148.0,0.500041818062116,0.499958181937884,3,1000000000000.0
2624,0,27.5,78.0,1.0,1.3045387268066406,15.5,30.0,3.0,0.5000372346601594,0.49996276533984063,1,304538726806.6406
2625,0,133.666666666667,147.73615795373917,2.0,2.0,119.333333333333,139.0,10.0,0.5000009246135615,0.49999907538643845,2,1000000000000.0
2627,0,102.4,144.821533203125,2.0,2.0,114.3,170.0,32.0,0.5000720747987938,0.4999279252012062,2,4.978205285633948
2628,0,17.0,225.83940768241882,2.0,2.0,70.0,105.0,46.0,0.5000385953298343,0.49996140467016564,2,1000000000000.0
2629,0,43.3958333333333,50.0,2.5908203125,1.99951171875,140.979166666667,4.219482421875,297.0,0.5000412498494384,0.49995875015056157,3,999511718750.0
2630,0,18.0,536.9735946655273,1.0,2.0,8.0,28.0,0.0,0.5000004177947022,0.4999995822052979,2,1000000000000.0
2631,0,13.5714285714286,287.0478558540344,3.0,3.0,293.142857142857,150.0,14.0,0.500038603130825,0.49996139686917496,1,2.409749936111904
2632,0,133.5,192.302978515625,2.000244140625,2.0,104.5,68.0,9.0,0.5000169758797752,0.49998302412022483,3,1000000000000.0
2633,0,29.1904761904762,1.0,3.956298828125,2.0,21.047619047619,4.0,388.0,0.5000322233102319,0.4999677766897681,3,1000000000000.0
2635,0,84.8125,16.0,3.365478515625,2.0,18.8125,264.0,4.0,0.5001635715812813,0.4998364284187186,1,3.8004326752807227
2636,0,78.8888888888889,91.0,3.166748046875,2.0,10.4444444444444,228.0,151.0,0.5001196744398833,0.4998803255601167,1,5.2834560590312405
2637,0,5.571428571428571,431.0,1.0,1.8833292126655579,26.285714285714302,63.0,121.0,0.5000140804881006,0.4999859195118994,1,883329212665.5579
2640,0,28.0,81.0,1.0,1.5765193700790405,117.0,32.0,2.0,0.5000512332655369,0.49994876673446315,1,576519370079.0405
2641,0,53.3636363636364,265.11468201875687,2.0,2.0,44.45454545454549,130.0,19.0,0.5000045990624257,0.49999540093757433,2,2.074574241416855
2643,0,75.3333333333333,69.0,1.0,1.277099609375,19.0,5.0,5.0,0.5000112313535617,0.49998876864643826,1,277099609375.0
2645,0,93.0,455.0,1.0,1.872314453125,19.0,3.0,3.0,0.500065193491265,0.499934806508735,1,872314453125.0
2646,0,47.6,215.11983823776245,2.0,2.0,60.4,221.0,51.0,0.5000001639702447,0.49999983602975534,2,1000000000000.0
2647,0,26.25,136.0,2.0,1.654541015625,0.04400634765625,46.0,9.0,0.5000003965587773,0.49999960344122274,2,654541015625.0
2648,0,63.34285714285711,83.0,2.80078125,1.999755859375,103.857142857143,4.0,368.0,0.5001028128424184,0.4998971871575816,3,999755859375.0
2649,0,104.318181818182,136.226806640625,2.0,2.0,7.90909090909091,841.0,7.0,0.500012080879809,0.499987919120191,3,1000000000000.0
2651,0,6.5,87.0,1.0,1.3884820938110352,22.5,155.0,52.0,0.5000002050299621,0.4999997949700378,1,388482093811.03516
2652,0,27.5454545454545,88.0,2.1025390625,2.0,131.18181818181802,155.0,17.0,0.5001055309478576,0.4998944690521424,1,3.977782906715245
2654,0,94.6,93.0,3.07958984375,2.0,9.86666666666667,242.0,4.0,0.5000318836664746,0.4999681163335255,2,1000000000000.0
2655,0,163.0,9.43359375,3.0,2.0,109.75,27.0,2.0,0.5000493061097535,0.49995069389024643,2,1000000000000.0
2658,0,88.64705882352942,67.0,2.695556640625,1.999755859375,6.941176470588241,611.0,3.0,0.5000705041203103,0.4999294958796897,2,999755859375.0
2659,0,27.0,90.0,2.4765625,2.0,99.0,89.0,18.0,0.5000047416624231,0.49999525833757685,1,0.35305375691329216
2660,0,16.6666666666667,69.0,3.0,1.85205078125,0.0,56.0,4.0,0.5001102318420061,0.4998897681579939,2,852050781250.0
2661,0,54.0,70.0,2.0,1.5443006753921509,0.0,46.0,15.0,0.5000136344999937,0.49998636550000636,2,544300675392.1509
2662,0,4.4,24.0,2.55419921875,2.0,139.8,18.0,33.0,0.500049172101142,0.4999508278988581,2,1000000000000.0
2664,0,65.6666666666667,36.0,1.0,1.4853515625,105.0,78.0,5.0,0.5000160780790531,0.49998392192094687,1,485351562500.0
2665,0,149.333333333333,71.0,3.0,1.9775390625,57.6666666666667,65.0,9.0,0.5000053276097872,0.4999946723902128,1,977539062500.0
2666,0,52.125,91.0,2.3180376291275024,2.0,104.875,169.0,10.0,0.5000064291539158,0.4999935708460842,2,1000000000000.0
2667,0,181.111111111111,331.85888671875,2.0,2.0,27.2222222222222,90.0,90.0,0.5000476369911472,0.4999523630088528,3,1000000000000.0
2668,0,54.8048780487805,57.0,2.31689453125,2.0,0.17170826981707324,1054.0,366.0,0.5000355422905286,0.4999644577094714,2,11.67604865497226
2669,0,249.75,334.596435546875,2.0,2.0,17.0,150.0,1.0,0.5000013508413224,0.4999986491586777,2,2.525482555104271
2670,0,17.8,315.1259517669678,2.0,2.0,0.0,197.0,9.0,0.5000044882473857,0.49999551175261425,3,1000000000000.0
2671,0,10.4166666666667,6.0,3.904296875,1.999755859375,4.36111111111111,4.0,76.0,0.5000149637275879,0.49998503627241203,3,999755859375.0
2672,0,501.0,96.0,1.0,1.183947205543518,3.5,29.0,21.0,0.5000094930008814,0.4999905069991187,1,183947205543.51807
2673,0,91.53846153846148,97.0,3.082763671875,2.0,28.53846153846149,117.0,24.0,0.5000382348470707,0.49996176515292934,2,1000000000000.0
2674,0,167.0,75.0,2.0,1.798095703125,98.0,79.0,4.0,0.5000750705590125,0.49992492944098754,1,798095703125.0
2675,0,23.1666666666667,76.0,2.0,1.793701171875,16.8333333333333,479.0,4.0,0.5000457774187153,0.49995422258128475,1,793701171875.0
2676,0,166.0,327.0,1.0,1.6304612755775452,7.0,24.0,22.0,0.5000232267689491,0.499976773231051,1,630461275577.5452
2677,0,77.23076923076921,60.0,2.4521484375,2.0,56.0769230769231,567.0,203.0,0.500000951348383,0.49999904865161704,1,2.3929930948992357
2681,0,26.785714285714302,218.693359375,2.0,2.0,36.7857142857143,331.0,25.0,0.5000464265877953,0.49995357341220475,2,4.639644044973833
2682,0,88.6666666666667,499.055655002594,1.0,2.0,26.0,108.0,39.0,0.5000029290662369,0.4999970709337631,2,1000000000000.0
2685,0,14.0,3.0,1.0,1.1941936016082764,3.0,112.0,0.0,0.5000174347529158,0.4999825652470841,1,194193601608.27637
2686,0,40.5,211.9104380607605,1.0,2.0,198.0,58.0,7.0,0.5000303354947668,0.4999696645052332,2,1000000000000.0
2687,0,78.1818181818182,270.5003843307495,2.0,2.0,50.0909090909091,123.0,114.0,0.5000116456993915,0.49998835430060856,2,4.891430178988732
2688,0,320.0,97.0,1.0,1.2845289707183838,28.0,2.0,2.0,0.5000059880367427,0.4999940119632574,1,284528970718.3838
2689,0,26.6,23.0,3.160400390625,1.999755859375,25.1333333333333,376.0,201.0,0.5000163057133751,0.499983694286625,2,999755859375.0
2690,0,1.0,84.0,1.0,1.3407371044158936,11.0,108.0,12.0,0.50004163390782,0.49995836609218,1,340737104415.89355
2691,0,163.4,85.0,1.0,1.3105633854866028,4.6,188.0,81.0,0.5000052067748679,0.49999479322513213,1,310563385486.6028
2692,0,28.0,448.9421976804733,1.0,2.0,30.0,222.0,15.0,0.5000228425505522,0.4999771574494479,2,1000000000000.0
2693,0,24.0,101.0,1.0,1.3170612454414368,3.0,50.0,2.0,0.5000186288544328,0.4999813711455671,1,317061245441.43677
2694,0,146.666666666667,102.0,3.0,1.919677734375,26.1666666666667,27.0,60.0,0.500005406889288,0.49999459311071204,1,919677734375.0
2695,0,236.75,92.0,3.0,1.881591796875,0.03924560546875,167.0,11.0,0.5000021639713599,0.49999783602864006,2,881591796875.0
2696,0,26.1666666666667,201.0,1.0,1.6201171875,6.33333333333333,373.0,2.0,0.5000619406607222,0.4999380593392778,1,620117187500.0
2698,0,37.0,558.3917627334595,1.0,2.0,1.0,4.0,0.0,0.5000040322539222,0.4999959677460778,2,1000000000000.0
2699,0,37.8461538461538,0.0,3.133056640625,2.0,83.76923076923079,123.0,191.0,0.5002731998575279,0.49972680014247206,1,8.004143639125182
2700,0,67.76315789473679,331.8733310699463,2.0,2.0,4.73684210526316,297.0,475.0,0.5000132646534627,0.49998673534653726,3,1000000000000.0
2701,0,28.285714285714302,104.0,3.048084020614624,2.0,0.0,249.0,10.0,0.5000283009189186,0.49997169908108136,3,1000000000000.0
2702,0,125.266666666667,105.0,2.355224609375,2.0,0.0,779.0,30.0,0.5000158098685661,0.49998419013143397,3,1000000000000.0
2703,0,83.125,103.0,2.4759581089019775,2.0,102.375,63.0,46.0,0.5000113770887478,0.4999886229112523,2,1000000000000.0
2704,0,28.5,107.0,2.6652026176452637,2.0,80.5,9.0,8.0,0.5000121459773685,0.4999878540226314,2,1000000000000.0
2705,0,10.0,521.3428621292114,1.0,2.0,5.0,113.0,43.0,0.5000005091066079,0.49999949089339213,2,1000000000000.0
2707,0,123.333333333333,105.0,2.0,1.625732421875,21.0,17.0,8.0,0.5000450310463284,0.49995496895367164,1,625732421875.0
2709,0,4.4,282.8159753084183,2.0,2.0,23.8,168.0,29.0,0.5000168346299563,0.4999831653700438,1,1.8722426790015725
2710,0,39.4166666666667,152.0,2.722900390625,2.0,33.1666666666667,103.0,13.0,0.5000895180708256,0.4999104819291745,1,4.233845682834727
2711,0,9.66666666666667,328.283447265625,2.0,2.0,0.0,146.0,12.0,0.500026262005085,0.4999737379949149,3,1000000000000.0
2712,0,48.94117647058821,17.0,2.118408203125,2.0,17.470588235294098,1102.0,11.0,0.5000490352422746,0.49995096475772544,2,1000000000000.0
2713,0,20.4,18.0,3.0,1.846435546875,24.8,97.0,59.0,0.5001025497293059,0.49989745027069415,1,846435546875.0
2714,0,13.470588235294096,29.0,3.0,2.0,105.3851677389705,4.781494140625,305.0,0.5000019794624646,0.49999802053753545,2,24.37919680668843
2715,0,211.833333333333,7.0,3.0,1.76123046875,0.055419921875,177.0,2.0,0.5000306663662846,0.49996933363371543,2,761230468750.0
2716,0,80.5135135135135,153.0,2.907470703125,1.999755859375,95.72972972972973,4.0,1135.0,0.5000102272923634,0.49998977270763656,3,999755859375.0
2717,0,25.2105263157895,247.38330078125,2.0,2.0,0.0,503.0,176.0,0.5000135876454859,0.4999864123545141,4,1000000000000.0
2718,0,28.5,82.0,1.0,1.767822265625,194.5,1.0,3.0,0.5000411985391335,0.49995880146086646,1,767822265625.0
2719,0,26.25,110.0,3.0212351083755493,2.0,32.75,44.0,6.0,0.500004826386093,0.49999517361390705,1,0.6601678751003578
2720,0,6.75,97.0,1.0,1.428118109703064,32.5,150.0,52.0,0.5000346291152042,0.4999653708847958,1,428118109703.06396
2721,0,249.5,86.0,1.0,1.3162517547607422,21.0,119.0,4.0,0.5000400211619013,0.49995997883809873,1,316251754760.7422
2722,0,27.0,226.63818359375,1.0,2.0,190.5,50.0,27.0,0.5000222490940338,0.49997775090596613,2,1000000000000.0
2724,0,70.0,24.0,3.00927734375,1.999755859375,26.4375,424.0,6.0,0.5000667051273844,0.4999332948726157,2,999755859375.0
2725,0,80.304347826087,99.0,2.7353515625,2.0,23.1304347826087,421.0,162.0,0.5000738865822012,0.4999261134177988,1,3.55095672298425
2726,0,2.5,100.0,2.0,1.729736328125,28.0,173.0,28.0,0.500062444263571,0.499937555736429,1,729736328125.0
2727,0,39.0555555555556,14.0,2.9580078125,2.0,93.11111111111109,240.0,489.0,0.5000309174614701,0.4999690825385299,1,3.4007771398196405
2728,0,19.0,481.8860454559326,1.0,2.0,22.0,146.0,12.0,0.500003980424109,0.49999601957589096,2,1000000000000.0
2730,0,123.733333333333,1.0,3.61328125,2.0,16.9333333333333,199.0,51.0,0.5000376371264879,0.4999623628735122,2,1000000000000.0
2731,0,74.3448275862069,21.0,2.140625,2.0,138.620689655172,425.0,232.0,0.5002691240310988,0.4997308759689012,1,5.97556657223393
2732,0,0.0,141.0,1.0,1.4012691974639893,0.0,114.0,25.0,0.5000018341650558,0.4999981658349441,1,401269197463.98926
2733,0,107.5,38.0,1.0,1.1744326949119568,0.0,14.0,10.0,0.5000027103228547,0.4999972896771453,2,174432694911.9568
2734,0,21.2352941176471,72.0,3.2744140625,2.0,54.764705882352885,4.674560546875,391.0,0.5000325552057522,0.4999674447942478,2,7.0909309861346985
2735,0,52.21875,25.0,4.212158203125,3.0,15.09375,2016.0,120.0,0.5004044798311514,0.49959552016884856,1,7.276299606682668
2736,0,107.782608695652,143.0,3.08984375,2.0,22.3913043478261,4.3369140625,57.0,0.5000329710118611,0.49996702898813894,3,1000000000000.0
2739,0,5.0,30.0,3.4508177042007446,2.0,10.4166666666667,174.0,37.0,0.5000150866754826,0.49998491332451744,1,0.37041838378449005
2740,0,76.23076923076921,113.0,2.71337890625,2.0,0.040151742788461425,531.0,182.0,0.5000028792985189,0.4999971207014811,2,8.736938162318339
2743,0,9.07692307692308,50.0,2.316162109375,1.999755859375,52.3076923076923,615.0,16.0,0.5000916900971777,0.49990830990282226,2,999755859375.0
2744,0,20.0,114.0,2.0,1.82080078125,74.5,51.0,0.0,0.500015763158248,0.4999842368417519,1,820800781250.0
2745,0,35.0,2.0,1.0,1.427001953125,112.0,4.0,1.0,0.5000518288666693,0.4999481711333307,1,427001953125.0
2747,0,96.0,109.0,1.0,1.402001440525055,35.5,64.0,12.0,0.5000080012827384,0.4999919987172616,1,402001440525.05493
2748,0,92.5789473684211,54.0,3.27490234375,2.0,12.5789473684211,249.0,54.0,0.5000313185247143,0.49996868147528567,2,1000000000000.0
2749,0,41.6666666666667,55.0,2.99169921875,2.0,77.1111111111111,4.399169921875,16.0,0.5000171811612035,0.49998281883879653,3,1000000000000.0
2751,0,64.5,78.0,1.0,1.53076171875,95.0,93.0,8.0,0.5000569701551216,0.49994302984487843,1,530761718750.0
2752,0,16.1428571428571,40.0,3.58203125,2.0,0.0,115.0,28.0,0.500005656162493,0.499994343837507,2,15.865257384161472
2754,0,0.0,181.0,2.5164754986763,2.0,0.0,315.0,0.0,0.5000020775064781,0.49999792249352193,1,0.3261328081231443
2756,0,113.333333333333,147.0,3.1671955585479736,2.0,0.0,62.0,15.0,0.5000255184766096,0.49997448152339047,3,1000000000000.0
2757,0,0.0,7.0,1.0,1.3831136226654053,0.0,546.0,0.0,0.5000195613894558,0.49998043861054425,1,383113622665.4053
2758,0,236.75,80.0,2.8558185696601868,2.0,0.0,602.0,65.0,0.5000053256895716,0.4999946743104284,3,1000000000000.0
2759,0,7.0,427.9620361328125,1.0,2.0,75.0,9.0,6.0,0.5000126757950306,0.4999873242049694,2,1000000000000.0
2760,0,82.3,334.0,2.8984375,3.0,254.0,587.0,767.0,0.5001076227809135,0.4998923772190865,1,6.1389198030445575
2761,0,76.6,184.0,1.0,1.82470703125,131.13333333333298,243.0,191.0,0.5000035053004501,0.4999964946995499,1,824707031250.0
2763,0,2.0,524.0,1.0,1.99755859375,9.5,51.0,0.0,0.5000087545480829,0.49999124545191703,1,997558593750.0
2764,0,5.8,152.0,1.0,1.6797656416893005,7.8,668.0,3.0,0.5000394237905376,0.49996057620946244,1,679765641689.3005
2765,0,14.5,39.0,2.0,1.5223333835601807,0.0,85.0,16.0,0.5000341743114389,0.49996582568856107,2,522333383560.18066
2766,0,45.25,9.0,3.0,1.7666015625,0.0,90.0,3.0,0.5000377166541972,0.49996228334580284,2,766601562500.0
2767,0,159.545454545455,159.0,2.550537109375,1.999755859375,65.8181818181818,73.0,41.0,0.5000383406681668,0.4999616593318333,2,999755859375.0
2768,0,15.0,348.0,2.0,1.9921875,0.0,66.0,30.0,0.5000384076225324,0.4999615923774676,2,992187500000.0
2769,0,40.5,189.0,2.5166015625,2.0,20.75,184.0,5.0,0.5000361535999197,0.4999638464000803,2,1000000000000.0
2771,0,3.75,74.0,2.0,1.6709787249565125,41.0,47.0,13.0,0.5000316143659349,0.49996838563406504,1,670978724956.5125
2772,0,3.31578947368421,48.0,3.45751953125,1.999755859375,25.7894736842105,4.0,21.0,0.5000124604230642,0.49998753957693576,3,999755859375.0
2773,0,11.25,148.64463013410568,2.0,2.0,141.2,4.0,211.0,0.5000003716787347,0.4999996283212654,3,11.276450088226772
2776,0,3.8,30.0,1.0,1.6929460167884827,118.0,595.0,374.0,0.5000257248876631,0.49997427511233694,1,692946016788.4827
2782,0,5.0,73.0,1.0,1.3153526782989502,10.0,93.0,0.0,0.5000292869433529,0.4999707130566471,1,315352678298.9502
2783,0,6.0,91.0,2.54638671875,2.0,10.8666666666667,570.0,41.0,0.5000723272911618,0.49992767270883814,2,1000000000000.0
2784,0,5.5,126.0,2.0,1.668212890625,0.0,99.0,0.0,0.5000712236699622,0.49992877633003785,2,668212890625.0
2785,0,103.25,79.0,2.789216995239258,2.0,0.0,561.0,20.0,0.5000047548495781,0.49999524515042193,3,1000000000000.0
2786,0,3.3333333333333304,95.0,1.0,1.3689603805541992,19.6666666666667,79.0,2.0,0.5000186861730196,0.4999813138269804,1,368960380554.1992
2787,0,45.3333333333333,356.27167320251465,1.0,2.0,108.666666666667,82.0,1.0,0.5000370830617527,0.49996291693824735,2,1000000000000.0
2790,0,21.5,337.966796875,2.00048828125,2.0,0.0,118.0,14.0,0.5000419143363117,0.4999580856636882,4,1000000000000.0
2791,0,24.2222222222222,12.0,3.5791015625,2.0,0.04340277777777784,213.0,2.0,0.5000347217414641,0.4999652782585359,2,9.345312909283427
2792,0,38.0,16.0,1.0,1.394287109375,81.5,65.0,1.0,0.50004474337109,0.49995525662891,1,394287109375.0
2796,0,2.0,102.0,1.0,1.3060028553009033,0.0,26.0,0.0,0.5000308493754448,0.49996915062455516,2,306002855300.9033
2800,0,71.3333333333333,27.0,2.792724609375,2.0,103.666666666667,96.0,16.0,0.5000062989750161,0.49999370102498386,2,1000000000000.0
2803,0,34.2857142857143,4.0,2.16259765625,2.0,95.1428571428571,635.0,2.0,0.5000032133102872,0.49999678668971287,1,0.5648201428230374
2804,0,5.16666666666667,150.0,1.0,1.5546875,54.0,121.0,53.0,0.5000581073356167,0.4999418926643832,1,554687500000.0
2806,0,2.6153846153846203,107.0,2.9375,2.0,37.1538461538462,82.0,35.0,0.5000007375448974,0.4999992624551027,2,1000000000000.0
2808,0,146.5,83.0,2.62548828125,2.0,101.0,68.0,21.0,0.5000423251640914,0.4999576748359086,2,1000000000000.0
2810,0,28.142857142857103,56.0,3.0141568183898926,2.0,57.1428571428571,114.0,58.0,0.5000126137262908,0.4999873862737092,1,1.339432875764716
2812,0,166.5,116.0,3.0,1.9033203125,0.07177734375,88.0,1.0,0.500016280067795,0.4999837199322051,2,903320312500.0
2813,0,12.5,85.0,1.0,1.95947265625,10.0,1963.0,1202.0,0.5001161019617559,0.49988389803824407,1,959472656250.0
2814,0,205.333333333333,233.0,2.0,1.759765625,0.0,47.0,28.0,0.5000355417319956,0.4999644582680044,2,759765625000.0
2815,0,1.75,15.0,1.0,1.380615234375,2.5,532.0,101.0,0.5000462064854456,0.4999537935145543,1,380615234375.0
2818,0,7.6,153.0,2.9280136823654175,2.0,10.6,76.0,3.0,0.500000189117618,0.49999981088238205,2,1000000000000.0
2821,0,90.5,1.0,1.0,1.939697265625,306.0,49.0,8.0,0.5000819552056378,0.4999180447943622,1,939697265625.0
2822,0,27.0,158.0,2.0,1.7919921875,34.3333333333333,93.0,56.0,0.5001007237347486,0.4998992762652515,1,791992187500.0
2824,0,155.0,119.0,3.00732421875,2.0,0.0,300.0,29.0,0.5000270197782355,0.4999729802217645,3,1000000000000.0
2825,0,146.166666666667,161.0,2.09765625,2.0,69.3333333333333,481.0,430.0,0.5000529956044681,0.4999470043955318,2,1000000000000.0
2826,0,36.6666666666667,50.0,2.977300524711609,2.0,14.2222222222222,517.0,319.0,0.5000202632573283,0.49997973674267177,2,1000000000000.0
2831,0,2.5,125.0,2.263427734375,2.0,99.0,97.0,25.0,0.5000074061949771,0.49999259380502287,2,1000000000000.0
2833,0,2.6666666666666696,93.0,2.0,1.83642578125,89.6666666666667,70.0,26.0,0.5000020971656858,0.4999979028343143,1,836425781250.0
2834,0,6.0,8.0,1.0,1.1669106483459473,7.0,2.0,0.0,0.5000021561299688,0.49999784387003116,1,166910648345.94727
2837,0,140.166666666667,178.0,2.48987078666687,2.0,41.1666666666667,173.0,4.0,0.5000063973435908,0.49999360265640924,2,1000000000000.0
2839,0,3.09090909090909,94.0,3.1484375,2.0,32.7727272727273,4.213623046875,13.0,0.5000170358974374,0.49998296410256254,3,1000000000000.0
2840,0,43.8125,61.0,2.90576171875,2.0,62.3125,161.0,99.0,0.5001023545631955,0.49989764543680454,2,1000000000000.0
2841,0,8.0,53.0,1.0,1.2437178492546082,10.0,1.0,1.0,0.5000317355152433,0.4999682644847567,1,243717849254.60815
2843,0,4.33333333333333,13.0,1.0,1.3109592199325562,18.0,278.0,81.0,0.5000289876346871,0.49997101236531294,1,310959219932.55615
2845,0,31.0,19.0,3.0456432104110718,2.0,74.1666666666667,111.0,21.0,0.5000219810129634,0.4999780189870366,1,0.6437048358210472
2846,0,5.32142857142857,142.0,2.7080078125,1.999755859375,53.3928571428571,4.34130859375,6.0,0.5000372771748677,0.4999627228251323,3,999755859375.0
2847,0,34.75,54.0,2.0,1.627685546875,41.25,32.0,6.0,0.5000406277647245,0.4999593722352756,1,627685546875.0
2848,0,16.1111111111111,21.0,3.376953125,2.0,0.0,343.0,85.0,0.5000157102252878,0.49998428977471226,2,11.223114968691466
2849,0,9.0,126.0,1.0,1.61376953125,107.0,6.0,1.0,0.5000790195642,0.4999209804358001,1,613769531250.0
2852,0,8.5,144.0,2.5711496472358704,2.0,58.0,67.0,12.0,0.50000438011764,0.49999561988235997,2,1000000000000.0
2853,0,45.71875,51.0,3.0791015625,3.0,377.609375,683.0,688.0,0.5002455218567412,0.49975447814325874,1,16.808915713937132
2855,0,26.5,22.0,2.0,1.56396484375,32.5,47.0,2.0,0.5000019426936844,0.4999980573063156,1,563964843750.0
